active,Source Name,Source Domain,Source Country Code,Source State,Source City,candidate_address_zip,Match Result,Match Type,Best SID,Account,HQ SID,WHQ SID,DHQ SID,Marketing Alias,Street Address,City,State,ZIP,Country Code,Country Name,Domain,name_normalized,marketing_alias_normalized,levenshtein_idx,Source Segment,No Bids (Last 30 Days),Impressions (Last 30 Days),MEI,Revenue Range,Employee Range,Industry,Sub-Industry,Audience,has_ip,Source Segment,custom_attribute
true,CMR Design Automation,cmrda.com,,,,,match,soundex suggestion,120533750,Cymru Automation Ltd,120533750,120533750,120533750,Cymru Automation,Langdon Road,Swansea,,SA18QY,GB,United Kingdom,cymruautomation-catalogue.co.uk,cymruautomation,cymruautomation,16,Business Services,0,0,0,,,Business Services,General,,false,Business Services,
true,CMS Enterprises Company,blueyonder.co.uk,,,,,match,exact domain,110709240,Healthworks North West Ltd,111910750,111910750,111910750,Healthworks North West,Wigan Hall New Market Street,Wigan,WGN,WN1 1HH,GB,United Kingdom,blueyonder.co.uk,healthworksnorthwest,healthworksnorthwest,0,Business Services,0,0,0,$10M - $25M,Small,Business Services,General,,false,Business Services,
false,CMT-Motores T�rmicos,upv.es,,,,,no match,duplicate match,95865353,I.U.I Centro De Tecnologia Nanofotonica,95865353,95865353,95865353,I.U.I Cnt. De Tecnologia Nanofotonica,,Valencia,VC,46020,ES,Spain,upv.es,i.u.icentrodetecnologiananofotonica,i.u.icnt.detecnologiananofotonica,0,Business Services,11893,0,119,,Enterprise,Business Services,Technical,SMB,true,Business Services,
true,Cndz,sian.com,,,,,match,exact domain,60827829,Sian Inc,60827829,60827829,60827829,Sian,1210 Burberry Ct,Lafayette,IN,47905,US,United States,sian.com,sian,sian,0,Manufacturing,5,0,0,$1M - $5M,Small,Manufacturing,Industrial Equipment,SMB,true,Manufacturing,
true,Cnet Uk,cbs.com,,,,,match,exact domain,110577541,CBS Broadcasting Inc,61092820,866091,866091,CBS Broadcasting,1515 Broadway Fl 46,New York,NY,10036,US,United States,cbs.com,cbsbroadcasting,cbsbroadcasting,0,Telecommunications,523100,759,5231,Over $5B,Enterprise,Telecommunications,Cable & Television,Enterprise Business,true,Telecommunications,
true,CNFM de Montpellier,aime-toulouse.fr,,,,,match,soundex suggestion,118650621,Camping Des Peupliers,118650621,118650621,118650621,Camping Des Peupliers,les Peupliers,Ambon,BRE,56190,FR,France,campingdespeupliers.com,campingdespeupliers,campingdespeupliers,23,Recreation,0,0,0,$1 - $1M,Small,Recreation,Parks & Facilities,,false,Recreation,
true,CNFM GIP,cnfm.fr,,,,,match,soundex suggestion,93968784,Confimo AG,93968784,93968784,93968784,Confimo,Sandweg 52a,Allschwil,BL,4123,CH,Switzerland,confimo.ch,confimoag,confimo,11,Real Estate,0,0,0,$1M - $5M,Small,Real Estate,Agents & Brokerage,SMB,true,Real Estate,
false,CNH Industrial,cnhind.com,,,,,no match,duplicate input,,,,,,,,,,,,,,,,,,0,0,0,,,,,,false,,
true,CNH Industrial,cnh.com,,,,,match,exact domain,1416026,CNH Industrial America,114102270,114102270,1416026,CNH Industrial America,700 State St,Racine,WI,53404,US,United States,cnh.com,cnhindustrialamerica,cnhindustrialamerica,0,Agriculture,598970,24255,5990,Over $5B,Enterprise,Agriculture,Machinery,Enterprise Business,true,Agriculture,
true,CNIT,cnit.it,,,,,match,exact domain,122259370,Cnit - Consorzio Nazionale Interuniversitario Per Le Telecomunicazioni,122259370,122259370,122259370,Cnit - Consorzio Nazionale Interuniversitario Per Le Telecomunicazioni,,,,,,,cnit.it,cnitconsorzionazionaleinteruniversitarioperletelecomunicazioni,cnitconsorzionazionaleinteruniversitarioperletelecomunicazioni,0,Unclassified,0,0,0,$25M - $50M,Mid-Market,Unclassified,Unclassified,SMB,true,Unclassified,
false,Cnr,cnr.it,,,,,no match,duplicate match,3834831,Consiglio Nazionale Delle Ricerche,3834831,3834831,3834831,Consiglio Nazionale Delle Ricerche,Piazzale Aldo Moro 7,Roma,RM,00185,IT,Italy,cnr.it,consiglionazionaledellericerche,consiglionazionaledellericerche,0,Business Services,188723,0,1887,$500M - $1B,Enterprise,Business Services,Technical,Mid-Market Business,true,Business Services,
false,CNR-IMM,cnr.it,,,,,no match,duplicate match,3834831,Consiglio Nazionale Delle Ricerche,3834831,3834831,3834831,Consiglio Nazionale Delle Ricerche,Piazzale Aldo Moro 7,Roma,RM,00185,IT,Italy,cnr.it,consiglionazionaledellericerche,consiglionazionaledellericerche,0,Business Services,188723,0,1887,$500M - $1B,Enterprise,Business Services,Technical,Mid-Market Business,true,Business Services,
false,CNR-ISSIA,cnr.it,,,,,no match,duplicate match,3834831,Consiglio Nazionale Delle Ricerche,3834831,3834831,3834831,Consiglio Nazionale Delle Ricerche,Piazzale Aldo Moro 7,Roma,RM,00185,IT,Italy,cnr.it,consiglionazionaledellericerche,consiglionazionaledellericerche,0,Business Services,188723,0,1887,$500M - $1B,Enterprise,Business Services,Technical,Mid-Market Business,true,Business Services,
false,"CNRS - LIRMM - Laboratoire d'informatique, de robotique et de micro�lectronique de Montpellier",ixl.fr,,,,,no match,duplicate input,,,,,,,,,,,,,,,,,,0,0,0,,,,,,false,,
true,"CNRS - LIRMM - Laboratoire d'informatique, de robotique et de micro�lectronique de Montpellier",emn.fr,,,,,match,exact domain name,120719706,Emn,112635618,112635618,112635618,Emn,25 Rue Guillaume du Hommet,Brix,NOR,50700,FR,France,emn-nettoyage.com,emn,emn,0,Business Services,0,0,0,$5M - $10M,Small,Business Services,Maintenance,SMB,true,Business Services,
true,Coban Consulting,coban-consulting.com,,,,,match,soundex suggestion,119508067,Cobham Consulting Ltd,119508067,119508067,119508067,Cobham Consulting,37 Marlowes,Hemel Hempstead,,HP11LD,GB,United Kingdom,cobhamconsulting.co.uk,cobhamconsulting,cobhamconsulting,4,Business Services,0,0,0,,,Business Services,Employment,,false,Business Services,
true,Cobo Spa,Cobospa.It,,,,,match,exact domain,10343424,C.O.B.O. SPA,10343424,10343424,10343424,C.O.B.O.,via Tito Speri 10,Leno,BS,25024,IT,Italy,cobospa.it,c.o.b.o.spa,c.o.b.o.,0,Manufacturing,1595,0,16,$250M - $500M,Enterprise,Manufacturing,Electrical Systems & Equipment,Mid-Market Business,true,Manufacturing,
true,Coclare,coclare.co.uk,,,,,match,soundex suggestion,117546404,Coco Laurent,117546404,117546404,117546404,Coco Laurent,707 S Grand Ave,Los Angeles,CA,90017-3812,US,United States,cocolaurent.com,cocolaurent,cocolaurent,5,Food & Beverage,0,0,0,,,Food & Beverage,Bars & Restaurants,,false,Food & Beverage,
true,Cocom Consumer Electronics Ltd,cc-e.co.uk,,,,,match,soundex suggestion,54468467,Cosmos Electronics Inc,54468467,54468467,54468467,Cosmos Electronics,3020 Wilshire Blvd,Los Angeles,CA,90010,US,United States,,cosmoselectronics,cosmoselectronics,19,Wholesale Trade,0,0,0,$1M - $5M,Small,Wholesale Trade,Office Equipment & Electronics,SMB,true,Wholesale Trade,
true,Codasip Software,codasip.com,,,,,match,exact domain,123536013,Codasip Ltd,123536013,123536013,123536013,Codasip,,Brno,,61200,CZ,Czech Republic,codasip.com,codasip,codasip,0,Software & Technology,147,0,1,,,Software & Technology,Software Applications,SMB,true,Software & Technology,
true,Codenex,codenex.fi,,,,,match,exact domain,119232925,Codenex Oy,119232925,119232925,119232925,Codenex,Yrttipellontie 6 F,Oulu,,90230,FI,Finland,codenex.fi,codenexoy,codenex,0,Biotech,307,0,3,$1M - $5M,Small,Biotech,Research,SMB,true,Biotech,
true,Codethink,codethink.co.uk,,,,,match,exact domain,111904527,Codethink Ltd,111904527,111904527,111904527,Codethink,C/O Stafford & Co Cpc1 Capital Park Fulbourn,Cambridge,CAM,CB21 5XE,GB,United Kingdom,codethink.co.uk,codethink,codethink,0,Software & Technology,4885,0,49,,,Software & Technology,Data & Technical Services,SMB,true,Software & Technology,
true,Codetronics,codetronics.eu,,,,,match,exact domain,112236306,Codetronics SRL,112236306,112236306,112236306,Codetronics,Str. Revolutiei Nr. 187,Otelu Rosu,,,RO,Romania,codetronics.eu,codetronicssrl,codetronics,0,Software & Technology,0,0,0,$1 - $1M,Small,Software & Technology,Software Applications,,false,Software & Technology,
true,Codex,codex.online,,,,,match,split domain,86633821,Codex Advokat Tromso AS,86633822,13276366,13276366,Codex Advokat Tromso,Storgata 74,Tromso,19,9008,NO,Norway,codex.no,codexadvokattromso,codexadvokattromso,0,Business Services,558,0,6,$10M - $25M,Small,Business Services,Legal,SMB,true,Business Services,
true,Cogknit Semantics,cogknit.com,,,,,match,exact domain,122236140,Cogknit Semantics PVT Ltd,122236140,122236140,122236140,Cogknit Semantics,1316/A; 9th Cross,Bangalore,KA,560 078,IN,India,cogknit.com,cogknitsemanticspvt,cogknitsemantics,0,Unclassified,367,0,4,$5M - $10M,Small,Unclassified,Unclassified,SMB,true,Unclassified,
true,Cognicatus AB,cognicatus.com,,,,,match,soundex suggestion,61297327,Cognicase Inc,61297327,61297327,61297327,Cognicase,330 Rue Saint Vallier O,Quebec,QC,G1K 1K6,CA,Canada,,cognicase,cognicase,11,Software & Technology,0,0,0,$50M - $100M,Mid-Market,Software & Technology,Data & Technical Services,Mid-Market Business,true,Software & Technology,
true,Coherent,coherent.com,,,,,match,exact domain,2060612,Coherent Inc,2060612,2060612,2060612,Coherent,5100 Patrick Henry Dr,Santa Clara,CA,95054,US,United States,coherent.com,coherent,coherent,0,Manufacturing,271274,7254,2713,$500M - $1B,Enterprise,Manufacturing,Test & Measurement,Mid-Market Business,true,Manufacturing,
true,�cole Centrale de Lyon,ec-lyon.fr,,,,,match,exact domain,9384664,Ecole Centrale De Lyon,9384664,9384664,9384664,Ecole Centrale De Lyon,36 Avenue Guy de Collongue,Ecully,ARA,69130,FR,France,ec-lyon.fr,ecolecentraledelyon,ecolecentraledelyon,0,Education,13879,0,139,$25M - $50M,Mid-Market,Education,University,Education,true,Education,
true,�cole nationale sup�rieure des t�l�communications de Bretagne,telecom-bretagne.eu,,,,,match,exact domain,122652648,Télécom Bretagne ex Enst Bretagne École Nationale Des,122652648,122652648,122652648,Télécom Bretagne ex Enst Bretagne École Nationale Des,655 Avenue du Technopôle,Brest,E,29200,FR,France,telecom-bretagne.eu,télécombretagneexenstbretagneÉcolenationaledes,télécombretagneexenstbretagneÉcolenationaledes,0,Unclassified,27300,3,273,$25M - $50M,Mid-Market,Unclassified,Unclassified,SMB,true,Unclassified,
true,Collabora,collabora.com,,,,,match,exact domain,80508762,Collabora Ltd,80508762,80508762,80508762,Collabora,Platinum Building Cowley Road,Cambridge,CAM,CB4 0DS,GB,United Kingdom,collabora.com,collabora,collabora,0,Software & Technology,574,0,6,,,Software & Technology,Data & Technical Services,SMB,true,Software & Technology,
true,College of North West London,cnwl.ac.uk,,,,,match,exact domain,24553346,College of North London Ltd,24808753,24808753,24808753,College of North London,166 220 Holloway Road,London,ISL,N7 8DB,GB,United Kingdom,cnwl.ac.uk,collegeofnorthlondon,collegeofnorthlondon,0,Unclassified,7328,0,73,$100M - $250M,Enterprise,Unclassified,Unclassified,Mid-Market Business,true,Unclassified,
true,College of Telecommunications Engineering,coit.es,,,,,match,exact domain,95637166,Colegio Oficial De Ingenieros De Telecomunicacion,95637166,95637166,95637166,Colegio Oficial De Ingenieros De Telecomunicacion,Calle Almagro 2,Madrid,MD,28010,ES,Spain,coit.es,colegiooficialdeingenierosdetelecomunicacion,colegiooficialdeingenierosdetelecomunicacion,0,Associations,427,0,4,$5M - $10M,Small,Associations,Professional,SMB,true,Associations,
true,Cologne Chip,cologenchip.com,,,,,match,exact name,120402679,Cologne Chip AG,120402679,120402679,120402679,Cologne Chip,Eintrachtstr. 113,Koeln,NW,50668,DE,Germany,colognechip.com,colognechipag,colognechip,0,Manufacturing,0,0,0,$1M - $5M,Small,Manufacturing,Electronic Equipment,,false,Manufacturing,
true,Comau SpA,comau.com,,,,,match,exact domain,1336685,Comau Inc,3831973,116301264,1336685,Comau,21000 Telegraph Rd,Southfield,MI,48033,US,United States,comau.com,comau,comau,0,Manufacturing,460217,5141,4602,Over $5B,Enterprise,Manufacturing,Industrial Equipment,Enterprise Business,true,Manufacturing,
true,Combitech,combitech.se,,,,,match,exact domain,114775169,Combitech AB,114775169,114775169,114775169,Combitech,Universitetsvagen 14,Linkoping,,,SE,Sweden,combitech.se,combitechab,combitech,0,Software & Technology,6535,0,65,$100M - $250M,Mid-Market,Software & Technology,Data & Technical Services,Mid-Market Business,true,Software & Technology,
true,comedd,fraunhofer.de,,,,,match,exact domain,24852929,Frauenhofer-Institut Fur Werkzeugmaschinen und Umformtechnik,24852929,24852929,24852929,Frauenhofer-Institut Fur Werkzeugmaschinen und Umformtechnik,Reichenhainer Str. 88,Chemnitz,SN,09126,DE,Germany,fraunhofer.de,frauenhoferinstitutfurwerkzeugmaschinenundumformtechnik,frauenhoferinstitutfurwerkzeugmaschinenundumformtechnik,0,Business Services,43779,0,438,$25M - $50M,Mid-Market,Business Services,Technical,SMB,true,Business Services,
true,Comet Electronics,srl.ro,,,,,match,exact name,117686569,Comet Electronics,70298232,70298232,117686569,Comet Electronics,Bulevar Arsenija Carnojevica 17,Beograd (novi Beograd),00,11070,RS,Serbia,,cometelectronics,cometelectronics,0,Manufacturing,0,0,0,$10M - $25M,Small,Manufacturing,Plastic Products,,false,Manufacturing,
true,COMGEST,comgest.com,,,,,match,exact domain,66450775,Comgest,27814288,27814288,66450775,Comgest,Batiment F 17 Square Edouard Vii,Paris,IDF,75009,FR,France,comgest.com,comgest,comgest,0,Financial Services,33087,135,331,$100M - $250M,Small,Financial Services,Insurance,Mid-Market Business,true,Financial Services,
true,CommAgility,commagility.com,,,,,match,exact domain,116303895,Commagility Ltd,675271,675271,116303895,Commagility,Charnwood Building Holywell Park Ashby Road,Loughborough,,LE113AQ,GB,United Kingdom,commagility.com,commagility,commagility,0,Software & Technology,118,0,1,$25M - $50M,Mid-Market,Software & Technology,Semiconductor,SMB,true,Software & Technology,
false,Commend International GmbH,frugal.at,,,,,no match,duplicate input,,,,,,,,,,,,,,,,,,0,0,0,,,,,,false,,
true,COMMEND INTERNATIONAL GMBH,commend.com,,,,,match,exact domain,24826280,Commend International GmbH,3809008,3809008,24826280,Commend International,Saalachstrasse 51,Salzburg,,5020,AT,Austria,commend.com,commendinternationalgmbh,commendinternational,0,Telecommunications,1733,0,17,$1B - $2.5B,Enterprise,Telecommunications,Equipment & Services,Enterprise Business,true,Telecommunications,
true,CommScope,commscope.com,,,,,match,exact domain,2361912,CommScope Inc,1709576,962906,962906,CommScope,2910 2nd Ave NW,Hickory,NC,28601,US,United States,commscope.com,commscope,commscope,0,Wholesale Trade,1496098,32654,14961,$2.5B - $5B,Enterprise,Wholesale Trade,Electrical Systems & Equipment,Enterprise Business,true,Wholesale Trade,
true,Commsignia,commsignia.com,,,,,match,exact domain,122157161,Commsignia Ltd,122157161,122157161,122157161,Commsignia,Lónyay Utca 31,Budapest,,1093,HU,Hungary,commsignia.com,commsignia,commsignia,0,Unclassified,847,0,8,,,Unclassified,Unclassified,SMB,true,Unclassified,
true,Comonet,comonet.eu,,,,,match,metaphone name,22637759,Comnet,121151649,121151649,121151649,Comnet,3 Corporate Dr,Danbury,CT,06810,US,United States,comnet.net,comnet,comnet,1,Business Services,18279,0,183,$10M - $25M,Small,Business Services,Security,SMB,true,Business Services,
true,Compa��a Espa�ola de Petr�leos,cepsa.com,,,,,match,exact domain,9781361,Compania Espanola De Petroleos Sau,4010867,4010867,9781361,CEPSA,Cepsa Tower Paseo De La Castellana 259 A,Madrid,MD,28046,ES,Spain,cepsa.com,companiaespanoladepetroleossau,cepsa,0,Energy & Utilities,11785,0,118,Over $5B,Enterprise,Energy & Utilities,Petroleum,Enterprise Business,true,Energy & Utilities,
true,Compact Dynamics,compact-dynamics.de,,,,,match,exact domain,62278055,Compact Dynamics GmbH,62278054,62278046,62278046,Compact Dynamics,Moosstr. 9,Starnberg,BY,82319,DE,Germany,compact-dynamics.de,compactdynamicsgmbh,compactdynamics,0,Manufacturing,69,0,1,$500M - $1B,Enterprise,Manufacturing,Electrical Systems & Equipment,Mid-Market Business,true,Manufacturing,
true,Compact Laser Solutions,compactlaser.de,,,,,match,exact domain,67180386,Compact Laser Solutions GmbH,67180386,67180386,67180386,Compact Laser Solutions,Kelchstr. 21,Berlin,BE,12169,DE,Germany,compactlaser.de,compactlasersolutionsgmbh,compactlasersolutions,0,Business Services,75,0,1,$1M - $5M,Small,Business Services,Technical,SMB,true,Business Services,
true,Compagnie Europeenne D'assurances,aliceadsl.fr,,,,,match,exact domain,62242736,Tiscali Telecom,62242863,62242690,62242736,Tiscali Telecom,10 Rue Fructidor,Paris,IDF,75017,FR,France,aliceadsl.fr,tiscalitelecom,tiscalitelecom,0,Telecommunications,0,0,0,Over $5B,Enterprise,Telecommunications,Equipment & Services,,false,Telecommunications,
true,Company Corrected,satyria.de,,,,,match,soundex suggestion,53889575,Company Care Center,59774343,59774343,59774343,Company Care Center,1261 Wooster Rd Ste 230,Millersburg,OH,44654,US,United States,pomerenehospital.org,carecenter,carecenter,11,Healthcare & Medical,0,0,0,$50M - $100M,Mid-Market,Healthcare & Medical,Providers,,false,Healthcare & Medical,
true,COMPAREX AG,comparex.com,,,,,match,metaphone name,122581035,Comparex USA Inc,122581035,122581035,122581035,Comparex,600 North Pearl St Ste 1960,Dallas,TX,75201,US,United States,comparexusa.com,comparexusa,comparex,3,Software & Technology,47263,0,473,$25M - $50M,Mid-Market,Software & Technology,Data & Technical Services,SMB,true,Software & Technology,
true,Comparex Austria,comparex.at,,,,,match,exact domain,114976625,Comparex Austria GmbH,28081719,3832240,28081719,Comparex,Hietzinger Hauptstrasse 119,Vienna,,,AT,Austria,comparex.at,comparexaustriagmbh,comparex,0,Software & Technology,5400,0,54,$1B - $2.5B,Mid-Market,Software & Technology,Data & Technical Services,Enterprise Business,true,Software & Technology,
true,Compotech Provider AB,compotech.se,,,,,match,exact domain,114699156,Compotech AB,114699156,114699156,114699156,Compotech,Halsingegatan 43,Stockholm,,,SE,Sweden,compotech.se,compotechab,compotech,0,Manufacturing,0,0,0,$25M - $50M,Small,Manufacturing,Electronic Equipment,,false,Manufacturing,
true,CompoTEK GmbH,compotek.de,,,,,match,exact domain,67296324,Compotek GmbH Vertrieb Technischer Bauelemente,67296324,67296324,67296324,Compotek,Lindwurmstr. 97 A,Muenchen,BY,80337,DE,Germany,compotek.de,compotekgmbhvertriebtechnischerbauelemente,compotek,0,Wholesale Trade,74,0,1,$1M - $5M,Small,Wholesale Trade,Electrical Systems & Equipment,SMB,true,Wholesale Trade,
true,Compound Photonics,compoundphotonics.com,,,,,match,exact domain,121495725,Compound Photonics,121495725,121495725,121495725,Compound Photonics,805 Broadway St Ste 300,Vancouver,WA,98660,US,United States,compoundphotonics.com,compoundphotonics,compoundphotonics,0,Wholesale Trade,38434,0,384,$5M - $10M,Small,Wholesale Trade,Electrical Systems & Equipment,SMB,true,Wholesale Trade,
true,COMPRION,comprion.com,,,,,match,exact domain,116007670,Comprion Inc,116007670,116007670,116007670,Comprion,1170 US Hwy 22 Ste 109,Bridgewater,NJ,08807,US,United States,comprion.com,comprion,comprion,0,Business Services,4218,0,42,$1 - $1M,Small,Business Services,General,SMB,true,Business Services,
true,ComputerBase,computerbase.de,,,,,match,exact domain,96295341,Computerbase GmbH,96295341,96295341,96295341,Computerbase,Germaniastr. 18 20,Berlin,BE,12099,DE,Germany,computerbase.de,computerbasegmbh,computerbase,0,Unclassified,65,0,1,$1 - $1M,Small,Unclassified,Unclassified,SMB,true,Unclassified,
true,Computer Simulation Technology,cst.com,,,,,match,exact domain,61195115,CST. of America Inc,61195115,61195115,61195115,CST.,10 Laurel Ave Ste 300,Wellesley Hills,MA,02481,US,United States,cst.com,cst.ofamerica,cst.,0,Software & Technology,20621,13,206,$10M - $25M,Small,Software & Technology,Software Applications,SMB,true,Software & Technology,
true,Computer Solutions,icomputersolutions.ro,,,,,match,exact name,22514067,Computer Solutions Inc,22514067,22514067,22514067,Computer Solutions,507 N Hwy 77 Ste 510,Waxahachie,TX,75165,US,United States,dbcomputersolutions.net,computersolutions,computersolutions,0,Retail & Distribution,374361,0,3744,$1M - $5M,Small,Retail & Distribution,Electronics,SMB,true,Retail & Distribution,
true,Compuwave GmbH,compuwave.de,,,,,match,exact domain,120537447,Compuwave GmbH,120537447,120537447,120537447,Compuwave,Gruenwalder Weg 13 A,Unterhaching,BY,82008,DE,Germany,compuwave.de,compuwavegmbh,compuwave,0,Retail & Distribution,0,0,0,$5M - $10M,Small,Retail & Distribution,Electronics,SMB,true,Retail & Distribution,
true,Compuwise Limited,compuwise.co.uk,,,,,match,soundex suggestion,27080265,Composites Unlimited Inc,27080265,27080265,27080265,Composites Unlimited,53770 Airport Rd,Scappoose,OR,97056,US,United States,compun.com,compositesunlimited,compositesunlimited,12,Business Services,1806,0,18,$5M - $10M,Small,Business Services,Employment,SMB,true,Business Services,
true,"Com�rcio de Artigos de Telecomunica��es e Inform�tica, Lda.",mobiline.pt,,,,,match,exact domain name,8813418,Mobiline,9974433,9974433,9974433,Mobiline,Waaslandlaan 14,Lokeren,,9160,BE,Belgium,mobiline.fr,mobiline,mobiline,0,Furniture,0,0,0,$5M - $10M,Small,Furniture,Household,,false,Furniture,
true,Comsis,comsis.fr,,,,,match,exact domain,66273637,Comsis,66273643,66273643,66273643,Comsis,3 Rue Broussais,Paris,IDF,75014,FR,France,comsis.fr,comsis,comsis,0,Telecommunications,0,0,0,$1M - $5M,Small,Telecommunications,Equipment & Services,,false,Telecommunications,
true,Comsol International Inc.,gysmals.com,,,,,match,soundex suggestion,123537138,Comschool International,123537138,123537138,123537138,Comschool International,,Sao Paulo,SP,01310-200,BR,Brazil,comschool.com.br,comschoolinternational,comschoolinternational,3,Software & Technology,299,0,3,$5M - $10M,Small,Software & Technology,Data & Technical Services,SMB,true,Software & Technology,
true,Comtech Systems Computer,comtech.ae,,,,,match,exact domain name,1914366,Comtech,1914366,1914366,1914366,Comtech,1800 Alexander Bell Dr Ste 410,Reston,VA,20191,US,United States,comtechllc.com,comtech,comtech,0,Software & Technology,54778,0,548,$25M - $50M,Mid-Market,Software & Technology,Software Applications,SMB,true,Software & Technology,
true,Comtel Corporation,comtel-online.de,,,,,match,exact name,111920859,Comtel Beteiligungs- und Verwaltungs GmbH,67164497,67164497,67164497,Comtel,Albert Schweitzer Str. 4,Philippsburg,BW,76661,DE,Germany,comtel-systemhaus.de,comtelbeteiligungsundverwaltungsgmbh,comtel,0,Financial Services,4593,0,46,$10M - $25M,Small,Financial Services,Banking & Finance,SMB,true,Financial Services,
true,Comtrade,comtrade.com,,,,,match,exact domain,73718838,Comtrade USA West Inc,14405022,14340531,14405022,Comtrade USA West,625 Ellis St,Mountain View,CA,94043,US,United States,comtrade.com,comtradeusawest,comtradeusawest,0,Business Services,1902,0,19,$250M - $500M,Enterprise,Business Services,General,Mid-Market Business,true,Business Services,
true,"ComTrade d.o.o., Ljubljana",hermes-softlab.com,,,,,match,soundex suggestion,115072515,Comtrade Doo,73718838,14340531,115072515,Comtrade,Litijska 51,Ljubljana,,,SI,Slovenia,comtrade.com,comtradedoo,comtrade,36,Software & Technology,539,0,5,$250M - $500M,Enterprise,Software & Technology,Data & Technical Services,Mid-Market Business,true,Software & Technology,
true,Comune di San Benedetto del Tronto,met-informatica.it,,,,,match,exact name,123537196,Comune Di San Benedetto Del Tronto,123537196,123537196,123537196,Comune Di San Benedetto Del Tronto,,San Benedetto Del Tronto,AP,63074,IT,Italy,comunesbt.it,comunedisanbenedettodeltronto,comunedisanbenedettodeltronto,0,Government,70,0,1,$25M - $50M,Mid-Market,Government,Administration,Government,true,Government,
true,Concurrent Technologies,cct.co.uk,,,,,match,exact domain,8864408,Concurrent Technologies PLC,8864408,8864408,8864408,Concurrent Technologies,4 Gilberd Court Newcomen Way Severalls Industrial Park,Colchester,ESS,CO4 9WN,GB,United Kingdom,cct.co.uk,concurrenttechnologies,concurrenttechnologies,0,Software & Technology,3523,0,35,$10M - $25M,Mid-Market,Software & Technology,Computer & Mobile Devices,SMB,true,Software & Technology,
false,Concurrent Technologies,ctc.com,,,,,no match,duplicate input,,,,,,,,,,,,,,,,,,0,0,0,,,,,,false,,
true,Conductix-Wampfler,conductix.com,,,,,match,exact domain,114683858,Conductix-Wampfler Pte Ltd,114683858,114683858,114683858,Conductix-Wampfler,3 Raffles Place 07 01 Baharat Building,Singapore,,,SG,Singapore,conductix.com,conductixwampflerpte,conductixwampfler,0,Energy & Utilities,538,0,5,,,Energy & Utilities,Electric Services,SMB,true,Energy & Utilities,
false,Conference series,annualconferences.org,,,,,no match,duplicate match,118268387,Conference Services,118268387,118268387,118268387,Conference Services,150 1421 Western Rd,London,ON,N6G 4W4,CA,Canada,meetatwestern.ca,conferenceservices,conferenceservices,4,Business Services,0,0,0,$1M - $5M,Small,Business Services,Management Consulting,,false,Business Services,
true,conference Series llc LTD,materialsconferences.com,,,,,match,metaphone name,118268387,Conference Services,118268387,118268387,118268387,Conference Services,150 1421 Western Rd,London,ON,N6G 4W4,CA,Canada,meetatwestern.ca,conferenceservices,conferenceservices,4,Business Services,0,0,0,$1M - $5M,Small,Business Services,Management Consulting,,false,Business Services,
true,Confidex,confidex.com,,,,,match,split domain,13187939,Confidex Oy,10520249,10520249,13187939,Confidex,Lumpeenkatu 6,Tampere,,33900,FI,Finland,confidex.fi,confidexoy,confidex,0,Business Services,447,0,4,$500M - $1B,Enterprise,Business Services,Technical,Mid-Market Business,true,Business Services,
true,Confiware ApS,confiware.com,,,,,match,exact domain,123537376,Confiware APS,123537376,123537376,123537376,Confiware,,Sonderborg,,6400,DK,Denmark,confiware.com,confiwareaps,confiware,0,Software & Technology,1014,0,10,$1 - $1M,Small,Software & Technology,Data & Technical Services,SMB,true,Software & Technology,
true,Consiglio Nazionale Delle Ricerche,cnr.it,,,,,match,exact domain,3834831,Consiglio Nazionale Delle Ricerche,3834831,3834831,3834831,Consiglio Nazionale Delle Ricerche,Piazzale Aldo Moro 7,Roma,RM,00185,IT,Italy,cnr.it,consiglionazionaledellericerche,consiglionazionaledellericerche,0,Business Services,188723,0,1887,$500M - $1B,Enterprise,Business Services,Technical,Mid-Market Business,true,Business Services,
false,Consiglio Nazionale Delle Ricerche,ifn.cnr.it,,,,,no match,duplicate input,,,,,,,,,,,,,,,,,,0,0,0,,,,,,false,,
false,Consorzio Rfx,cnr.it,,,,,no match,duplicate match,3834831,Consiglio Nazionale Delle Ricerche,3834831,3834831,3834831,Consiglio Nazionale Delle Ricerche,Piazzale Aldo Moro 7,Roma,RM,00185,IT,Italy,cnr.it,consiglionazionaledellericerche,consiglionazionaledellericerche,0,Business Services,188723,0,1887,$500M - $1B,Enterprise,Business Services,Technical,Mid-Market Business,true,Business Services,
true,Consorzio Tecnoimprese,tecnoimprese.it,,,,,match,exact domain,123617431,Tecnoimprese Assodel,123617431,123617431,123617431,Tecnoimprese Assodel,,Milan,,20134,IT,Italy,tecnoimprese.it,tecnoimpreseassodel,tecnoimpreseassodel,0,Business Services,88,0,1,$5M - $10M,Small,Business Services,Marketing Services,SMB,true,Business Services,
true,Consulenza In Elettronica E Telecomunicazioni,Working.It,,,,,match,exact domain name,28468884,Working Group,28468884,28468884,28468884,Working,510 16th St Ste 502,Oakland,CA,94612,US,United States,theworkinggroup.org,workinggroup,working,0,Media & Entertainment,17936,0,179,$1M - $5M,Small,Media & Entertainment,Production Services,SMB,true,Media & Entertainment,
